Id,parentId,Workload,Server,Category,Type,OS name,Dependencies,Application name(s),Softwares(#),Support status,Security risks,Discovery method,Hypervisor type,Host,Tags,DB instances(#),Databases(#),Webapps(#),vCores(#),Memory (MB),Disks(#),Allocated storage (GB),OS Family,Support ends in (Days),Power status,Connected appliance,First discovered at,Last updated at,Processor,Database edition,Framework version,DB engine status,HADR configuration,IPv6/IPv4
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/e3c47713f13aab6094cc2d4310c138123df84482b9fa5aafddc68e8222088e26-9cccf626cb6379e0e7b474af94af7a7120c40e439d80b49877abaee56de0f4ef","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_501514ae-8c32-f811-d6cf-6e8802e1e7aa","ContosoUniversity","win-ContosoUniversity-frontend","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015e17f-7b79-42af-7cd3-de401e42abb5","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015e17f-7b79-42af-7cd3-de401e42abb5","ContosoUniversity-backend","-","Server","Linux server","Ubuntu 20.04","Disabled","default","-1","Extended","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","6","16384","1","80","Linux","1597","On","app130collector","-","-","-","-","-","-","-","10.150.101.0,2404:f801:4800:1c:f6f:39ce:1c87:dcd4,2404:f801:4800:1c:df8e:afbe:dbd:b7c,2404:f801:4800:1c:c468:6a19:c0a1:4b5a"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50155128-f999-ddf8-0f25-b5e121a523fd","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50155128-f999-ddf8-0f25-b5e121a523fd","ContosoUniversity-frontend","-","Server","Linux server","Ubuntu 20.04","Disabled","default","-1","Extended","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","6","16384","1","80","Linux","1597","On","app130collector","-","-","-","-","-","-","-","10.150.102.224,2404:f801:4800:1c:1e28:31e1:9f62:bf5,2404:f801:4800:1c:280:afa0:a8a7:d8da,2404:f801:4800:1c:3b9d:bdd0:17a5:87bb"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.applicationmigration/pgsqlsites/mig11161437pgsql/pgsqlinstances/36276365471165521036939023073180","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015891a-b3c0-f555-9fa9-fff3feb858f9","ContosoUniversity-PGSQL-:5432","-","Database","PostgreSQL server","17.5","Disabled","default","-","Mainstream","-","Appliance","-","-","{}","-","-","-","-","16383","-","-","-","-","-"," -","-","-","-","Unknown","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.applicationmigration/pgsqlsites/mig11161437pgsql/pgsqlinstances/43712384843177072259448303577845","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015e17f-7b79-42af-7cd3-de401e42abb5","ContosoUniversity-pgsql-db:5432","-","Database","PostgreSQL server","12.22","Disabled","default","-","OutOfSupport","-","Appliance","-","-","{}","-","-","-","-","15989","-","-","-","-","-"," -","-","-","-","Unknown","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/15f43260fd4e00f59807e86e7384b31455d65466868140508c521f3a5b3eedb2-a7b69c342d1f4d236917767b170deb3c38129ecba355e513f2997ce40016674a","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015640f-f4ed-6685-f7e6-5e8d2f85df24","Default Web Site","pgsql-selfhost-5","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/7e951ec7ea5284426b54dcc8087eed39d97926097eaaacaea01898be0ac0d7f2-a7b69c342d1f4d236917767b170deb3c38129ecba355e513f2997ce40016674a","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50154d13-01a7-8999-94c1-7604446438ba","Default Web Site","pgsql-selfhost-8","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/54c6c42e9b664ec58913b238b1e030f85dab6bea065c0c963a4e2e4196b36506-a7b69c342d1f4d236917767b170deb3c38129ecba355e513f2997ce40016674a","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015a6ae-b2c9-7f84-cf8d-31f55ad370c2","Default Web Site","pgsql-selfhost-2","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/3a3fb2fbbd3e8da1d5653516fd9ef936d509562dfb5754121b316b60b22b0f00-a7b69c342d1f4d236917767b170deb3c38129ecba355e513f2997ce40016674a","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_501595b6-40c6-eb14-1a5e-f1d79193952f","Default Web Site","pgsql-selfhost-7","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/70684e00e3da5acfdb2e5b14b1af5dd934b12d465f09678e79caf83cf01d03c5-a7b69c342d1f4d236917767b170deb3c38129ecba355e513f2997ce40016674a","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_501583df-4405-a6e8-e593-b2750eac1c34","Default Web Site","pgsql-selfhost-1","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/2a56e1a4898e85f9392117882f4a71e0aa31b0375b1224c06b45ff083115c0b0-a7b69c342d1f4d236917767b170deb3c38129ecba355e513f2997ce40016674a","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50156955-9730-407b-9225-555e02cac74d","Default Web Site","MySQLWindowsApp1","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/876cbb642452ad44898b0e95ac429784ac25a11cadf3094feb2dd604b4b25cfc-a7b69c342d1f4d236917767b170deb3c38129ecba355e513f2997ce40016674a","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015ba56-edb6-ea1d-8124-8050be994b79","Default Web Site","PGSQLSelfHost-patelvishesh-ccy-01","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/fb5348f4549c932e5889f83fe197a0f7001f6446a6f6575dfbe36407db469633-a7b69c342d1f4d236917767b170deb3c38129ecba355e513f2997ce40016674a","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50153778-9b2c-3dd9-51ed-c0b2b777973c","Default Web Site","pgsql-selfhost-4","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/a6a64d35f1611940608a56cb88f57b824cd9b6303eb3e2d27168a18cc47f7e5c-a7b69c342d1f4d236917767b170deb3c38129ecba355e513f2997ce40016674a","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015f22a-0530-3798-8a48-cdb785388a6a","Default Web Site","PGSQLSelfHost-patelvishesh-ccy-04","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/7d0b2d8fcf04f6010407aba04623b282be3c1cdab7c124e7c239b69693a51e49-a7b69c342d1f4d236917767b170deb3c38129ecba355e513f2997ce40016674a","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50151ee3-8949-1144-0931-dc744bd5624f","Default Web Site","MySQLWindowsApp5","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/0f6a5147dd4d8f0f5c785eb378de01c7db4e127009b0412269a88deba7ad6ffc-a7b69c342d1f4d236917767b170deb3c38129ecba355e513f2997ce40016674a","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015218b-f1b4-c83f-6ec2-0b1118ce8ce2","Default Web Site","PGSQLWindows","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/d5e22b9e449104d4325fc6eebcd437693de2099a7c665c372a2e69ac7c9dfc6c-a7b69c342d1f4d236917767b170deb3c38129ecba355e513f2997ce40016674a","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50159144-8ec4-8bab-5d10-ea2a219ef451","Default Web Site","PGSQLWindows-2","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015f240-7d97-e28d-8ec3-62540964abd3","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015f240-7d97-e28d-8ec3-62540964abd3","guptah-sonic-tomcat-ubuntu","-","Server","Linux server","Ubuntu 20.04","Disabled","default","-1","Extended","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","-","-","-","6","16384","1","80","Linux","1597","On","app130collector","-","-","-","-","-","-","-","10.150.101.185,2404:f801:4800:1c:d522:eb49:7b34:b45d,2404:f801:4800:1c:13dd:19ae:1057:c80b,2404:f801:4800:1c:7fdf:574d:fcd:cd1f,2404:f801:4800:1c:1548:e30a:8207:61aa"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.applicationmigration/pgsqlsites/mig11161437pgsql/pgsqlinstances/68492192901987997215913554237610","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015e933-b2de-fe1f-8729-77e91fa84040","HARSHGIDRA-APPL:5432","-","Database","PostgreSQL server","17.5","Disabled","default","-","Mainstream","-","Appliance","-","-","{}","-","-","-","-","16383","-","-","-","-","-"," -","-","-","-","Unknown","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/15f43260fd4e00f59807e86e7384b31455d65466868140508c521f3a5b3eedb2-d7acfd06ed57bf40128dcd6f45c52ee864bab1db2edd3636e223c36b800a1773","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015640f-f4ed-6685-f7e6-5e8d2f85df24","Microsoft Azure Appliance Configuration Manager","pgsql-selfhost-5","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/a6a64d35f1611940608a56cb88f57b824cd9b6303eb3e2d27168a18cc47f7e5c-d7acfd06ed57bf40128dcd6f45c52ee864bab1db2edd3636e223c36b800a1773","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015f22a-0530-3798-8a48-cdb785388a6a","Microsoft Azure Appliance Configuration Manager","PGSQLSelfHost-patelvishesh-ccy-04","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/fb5348f4549c932e5889f83fe197a0f7001f6446a6f6575dfbe36407db469633-d7acfd06ed57bf40128dcd6f45c52ee864bab1db2edd3636e223c36b800a1773","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50153778-9b2c-3dd9-51ed-c0b2b777973c","Microsoft Azure Appliance Configuration Manager","pgsql-selfhost-4","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/7d0b2d8fcf04f6010407aba04623b282be3c1cdab7c124e7c239b69693a51e49-d7acfd06ed57bf40128dcd6f45c52ee864bab1db2edd3636e223c36b800a1773","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50151ee3-8949-1144-0931-dc744bd5624f","Microsoft Azure Appliance Configuration Manager","MySQLWindowsApp5","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/7e951ec7ea5284426b54dcc8087eed39d97926097eaaacaea01898be0ac0d7f2-d7acfd06ed57bf40128dcd6f45c52ee864bab1db2edd3636e223c36b800a1773","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50154d13-01a7-8999-94c1-7604446438ba","Microsoft Azure Appliance Configuration Manager","pgsql-selfhost-8","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/876cbb642452ad44898b0e95ac429784ac25a11cadf3094feb2dd604b4b25cfc-d7acfd06ed57bf40128dcd6f45c52ee864bab1db2edd3636e223c36b800a1773","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015ba56-edb6-ea1d-8124-8050be994b79","Microsoft Azure Appliance Configuration Manager","PGSQLSelfHost-patelvishesh-ccy-01","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/54c6c42e9b664ec58913b238b1e030f85dab6bea065c0c963a4e2e4196b36506-d7acfd06ed57bf40128dcd6f45c52ee864bab1db2edd3636e223c36b800a1773","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015a6ae-b2c9-7f84-cf8d-31f55ad370c2","Microsoft Azure Appliance Configuration Manager","pgsql-selfhost-2","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/3a3fb2fbbd3e8da1d5653516fd9ef936d509562dfb5754121b316b60b22b0f00-d7acfd06ed57bf40128dcd6f45c52ee864bab1db2edd3636e223c36b800a1773","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_501595b6-40c6-eb14-1a5e-f1d79193952f","Microsoft Azure Appliance Configuration Manager","pgsql-selfhost-7","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/webappsites/mig11161437webappsite/iiswebapplications/0f6a5147dd4d8f0f5c785eb378de01c7db4e127009b0412269a88deba7ad6ffc-d7acfd06ed57bf40128dcd6f45c52ee864bab1db2edd3636e223c36b800a1773","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015218b-f1b4-c83f-6ec2-0b1118ce8ce2","Microsoft Azure Appliance Configuration Manager","PGSQLWindows","Web app",".NET/IIS","-","Disabled","default","-","-","-","Appliance","-","-","","-","-","-","-","-","-","-","-","-","-"," -","-","-","-"," -","v4.0","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/sqlsites/mig11161437sqlsites/sqlservers/fe531d23-4bdb-4e72-b7cd-0bb230061bda_vmnet1.fpl.com_mssqlserver","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/fe531d23-4bdb-4e72-b7cd-0bb230061bda_500f184d-8f5e-e039-4cdb-c59f57e20f2c","MSSQLSERVER","VM-GQLVM06.FPL.COM","Database","SQL server","-","Disabled","default","-","Extended","-","Appliance","-","-","","-","-","-","-","-","-","-","-","1514","-"," -","-","-","-","Developer Edition","-","Running","FailoverClusterInstance","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/sqlsites/mig11161437sqlsites/sqlservers/fe531d23-4bdb-4e72-b7cd-0bb230061bda_vmnet2.fpl.com_mssqlserver","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/fe531d23-4bdb-4e72-b7cd-0bb230061bda_500f02cc-aa0f-1e77-7231-a21216f856ff","MSSQLSERVER","VM-GQLVM07.FPL.COM","Database","SQL server","-","Disabled","default","-","Extended","-","Appliance","-","-","","-","-","-","-","-","-","-","-","240","-"," -","-","-","-","Developer Edition","-","Running","FailoverClusterInstance","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/sqlsites/mig11161437sqlsites/sqlservers/fe531d23-4bdb-4e72-b7cd-0bb230061bda_vmnet2.fpl.com_mssqlserver","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/fe531d23-4bdb-4e72-b7cd-0bb230061bda_500f281e-477c-1618-045f-c44db285b012","MSSQLSERVER","VM-GQLVM07.FPL.COM","Database","SQL server","-","Disabled","default","-","Extended","-","Appliance","-","-","","-","-","-","-","-","-","-","-","240","-"," -","-","-","-","Developer Edition","-","Running","FailoverClusterInstance","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/sqlsites/mig11161437sqlsites/sqlservers/fe531d23-4bdb-4e72-b7cd-0bb230061bda_500f40d7-4d85-7a4b-f80f-6d88f2e8cc32_mssqlserver","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/fe531d23-4bdb-4e72-b7cd-0bb230061bda_500f40d7-4d85-7a4b-f80f-6d88f2e8cc32","MSSQLSERVER","VM-GQLAG02.FPL.COM","Database","SQL server","-","Disabled","default","-","Extended","-","Appliance","-","-","","-","-","-","-","-","-","-","-","695","-"," -","-","-","-","Developer Edition","-","Running","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/sqlsites/mig11161437sqlsites/sqlservers/fe531d23-4bdb-4e72-b7cd-0bb230061bda_500f2ced-d8fc-cd5c-893e-d6358c452a36_mssqlserver","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/fe531d23-4bdb-4e72-b7cd-0bb230061bda_500f2ced-d8fc-cd5c-893e-d6358c452a36","MSSQLSERVER","WIN-HB64FDC5399","Database","SQL server","-","Disabled","default","-","Extended","-","Appliance","-","-","","-","-","-","-","-","-","-","-","695","-"," -","-","-","-","Developer Edition","-","Running","-","-"
